index,dates,title,article,date,time,apply_date,up/down
315,2020-12-07 10:18,GS건설   평택 지제역 자이  다음달 분양,  GS건설이 오는  년  월 경기도 평택시 영신도시개발지구 A 블록에서  평택지제역자이 를 분양할 예정이라고  일 밝혔다 평택지제역자이 조감도 GS건설 제공평택지제역자이는 지하  층  지상  층 총  개동 전용면적   총  가구로 이뤄졌다  전용면적 별로 살펴보면  A  가구  B  가구  A   가구 B  가구  A  가구  B  가구  A  가구  B  가구  P  가구    가구로 구성된다 평택지제역자이가 위치한 영신도시개발지구는 경기도 평택시 동삭동 일대 약  만여  규모다  이 곳에는 공동주택  단독주택  근린생활시설  준주거 등 주거시설과 공원  녹지  학교  유치원  주차장  복지시설  공공청사 등의 기반시설이 조성된다 평택지제역자이의 가장 큰 장점은 우수한 교통망이다  도보권에 SRT와  호선 환승역인 평택지제역이 있어 SRT를 통해 동탄신도시까지  분  수서역까지  분이면 이동할 수 있다  또 평택지제역을 출발해 강남역까지 가는 M버스 번 도 이미 운행 중이라 대중교통을 이용한 강남접근성이 편리하다 여기에 평택 제천간 고속도로  평택 화성간 고속도로  서해안고속도로  경부고속도로 등의 광역도로망과  번국도 경기대로   번국도 남북대로  동삭로 등도 인접해 있어 차량을 통해 타지역으로의 이동도 수월하다 학교와 편의시설도 가깝다  도보 이동이 가능한 거리에 초 중 고등학교 예정 부지는 물론 대형유통시설인 이마트도 있다  특히  단지에서 약  거리에는  스타필드 안성 이 문을 열었다  단지 서측 맞은편으로는  만  규모의 근린공원도 조성 예정이다 풍부한 배후 수요도 눈길을 끈다  반경 약  거리에 단일 라인 기준 세계 최대규모인 삼성전자 평택캠퍼스를 비롯해  LG전자  개업종의 입주가 예정돼 있는 진위 일반산업단지와 LG디지털파크 일반산업단지  브레인시티 일반산업단지 예정  등 대규모 산업단지가 위치한다 단지 주변으로 신도시급 규모의 도시개발이 진행 중에 있어 미래가치도 높다   개의 도시개발지구가 개발이 완료됐거나 개발 중에 있어  약  만  가구에 이르는 대규모 주거타운이 조성된다 대규모 개발에 따른 평택 부동산시장 분위기도 좋다  부동산 에 따르면  평택시 동삭동 입주  년 년차 새아파트의 올해 월 월  아파트 평균 매매가는 무려  만원 만원  상승했다  용이동의 입주  년차 년차 평균 매매가는  만원 만원  세교동은  만원 만원  올랐다 GS건설 분양관계자는  평택 내 다수의 도시개발사업지구 중에서도 입지 여건이 우수한 만큼 좋은 상품을 준비중에 있다 며  평택지제역 주변 분양단지들이 현재 높은 프리미엄을 형성하며 높은 인기를 보이고 있는 만큼 고품격 자이 아파트를 선보여 일대 랜드마크 아파트로 만들겠다 고 말했다 평택지제역자이 견본주택은 경기도 평택시 소사동 산  번지에서 오는  월 중 개관할 예정이다 [유병훈 기자 itsyou chosunbiz com]  네이버에서  명품 경제뉴스  조선비즈를 구독하세요  홍남기  년 살 수 있는 평생주택  년간  만 호 공급   공업도시의 불빛은 어두워졌지만  문화도시로 빛나는 창원 저작권자   조선비즈  무단 전재 및 재배포 금지  ,2020-12-07,10:18:00,2020-12-07,0
316,2020-12-07 10:25,GS건설   평택지제역자이  내년  월 분양 예정,  [머니투데이 유엄식 기자] 평택지제역자이 단지 조감도   사진제공 GS건설GS건설은 경기도 평택시 영신도시개발지구 A 블록에 짓는  평택지제역자이 를 내년  월 분양할 예정이라고  일 밝혔다 단지는 지하  층 지상  층   개 동  전용면적    가구로 조성된다  영신도시개발지구는 평택시 동삭동 일원 약  만  부지에 아파트  단독주택 등 주거시설과 공원  녹지  학교  공공청사 등 기반시설을 구축하는 사업이다 교통여건이 좋다  단지 인근에 SRT 수서고속철도 와  호선 환승역인 평택지제역이 있어 동탄신도시까지  분  수서역까지  분이면 이동한다  지제역에서 강남역까지 가는 광역버스 M 번 도 운행 중이다 평택 화성 고속도로  서해안고속도로  경부고속도로 등을 통해 다른 지역으로 편리하게 이동할 수 있다 입주민 자녀들이 걸어서 통학할 수 있는 위치에 초 중 고등학교 예정 부지가 마련됐다  인근에 이마트 평택점  스타필드 안성 등 대형 편의시설도 있다 단지 서측에  만  규모의 근린공원이 만들어져 일부 세대는 공원 조망도 가능하다 반경  km 이내에  만 여명의 직원이 있는 삼성전자 평택캠퍼스가 있고  LG전자  개 업종이 입주 예정인 LG디지털파크 산업단지엔 약  명의 직원이 출퇴근할 예정으로 배후 수요도 많다 영신지구 주변으로 소사벌지구  지제세교지구 등  개 도시개발지구에 총  만 가구의 대규모 주거타운이 형성되고 있다  이에 평택 부동산 시장도 상승세다  부동산 에 따르면 올해 들어 평택시 동삭동과 용이동 일대 입주  년 년차 아파트 평균 매매가격은   상승했다 견본주택은 평택시 소사동 산  번지에 내년  월 중 개관한다  유엄식 기자 usyoo mt co kr 부동산 투자는 [부릿지] 조 변호사의 가정상담소 줄리아 투자노트  저작권자    돈이 보이는 리얼타임 뉴스  머니투데이  무단전재 및 재배포 금지 ,2020-12-07,10:25:00,2020-12-07,0
317,2020-12-07 10:25,GS건설   평택지제역자이  내년  월 분양 예정,  [머니투데이 유엄식 기자] 평택지제역자이 단지 조감도   사진제공 GS건설GS건설은 경기도 평택시 영신도시개발지구 A 블록에 짓는  평택지제역자이 를 내년  월 분양할 예정이라고  일 밝혔다 단지는 지하  층 지상  층   개 동  전용면적    가구로 조성된다  영신도시개발지구는 평택시 동삭동 일원 약  만  부지에 아파트  단독주택 등 주거시설과 공원  녹지  학교  공공청사 등 기반시설을 구축하는 사업이다 교통여건이 좋다  단지 인근에 SRT 수서고속철도 와  호선 환승역인 평택지제역이 있어 동탄신도시까지  분  수서역까지  분이면 이동한다  지제역에서 강남역까지 가는 광역버스 M 번 도 운행 중이다 평택 화성 고속도로  서해안고속도로  경부고속도로 등을 통해 다른 지역으로 편리하게 이동할 수 있다 입주민 자녀들이 걸어서 통학할 수 있는 위치에 초 중 고등학교 예정 부지가 마련됐다  인근에 이마트 평택점  스타필드 안성 등 대형 편의시설도 있다 단지 서측에  만  규모의 근린공원이 만들어져 일부 세대는 공원 조망도 가능하다 반경  km 이내에  만 여명의 직원이 있는 삼성전자 평택캠퍼스가 있고  LG전자  개 업종이 입주 예정인 LG디지털파크 산업단지엔 약  명의 직원이 출퇴근할 예정으로 배후 수요도 많다 영신지구 주변으로 소사벌지구  지제세교지구 등  개 도시개발지구에 총  만 가구의 대규모 주거타운이 형성되고 있다  이에 평택 부동산 시장도 상승세다  부동산 에 따르면 올해 들어 평택시 동삭동과 용이동 일대 입주  년 년차 아파트 평균 매매가격은   상승했다 견본주택은 평택시 소사동 산  번지에 내년  월 중 개관한다  유엄식 기자 usyoo mt co kr 부동산 투자는 [부릿지] 조 변호사의 가정상담소 줄리아 투자노트  저작권자    돈이 보이는 리얼타임 뉴스  머니투데이  무단전재 및 재배포 금지 ,2020-12-07,10:25:00,2020-12-07,0
318,2020-12-07 10:40,GS건설  평택지제역자이  내년  월 분양 예정,  [파이낸셜뉴스] GS건설이 내년  월 경기도 평택시 영신도시개발지구 A 블록에  평택지제역자이   조감도 를 분양할 예정이라고  일 밝혔다    평택지제역자이는 지하  층  지상  층 총  개동으로 전용면적  P  총  가구로 이뤄졌다  전용면적 별로 살펴보면  A  가구  B  가구  A   가구 B  가구  A  가구  B  가구  A  가구  B  가구  P  가구  P  가구로 구성된다    영신도시개발지구는 경기도 평택시 동삭동 약  만여  규모로  공동주택  단독주택  근린생활시설  준주거 등 주거시설과 공원  녹지  학교  유치원  주차장  복지시설  공공청사 등의 기반시설이 조성될 예정이다    이 단지의 가장 큰 장점은 교통망이다  도보권에 SRT와  호선 환승역인 평택지제역이 있어 동탄신도시까지  분  수서역까지  분이면 이동이 가능하다  또한 평택지제역을 출발해 강남역까지 가는 M버스 번 도 이미 운행 중으로 강남 접근성이 우수하다    여기에 평택 제천간 고속도로  평택 화성간 고속도로  서해안고속도로  경부고속도로 등의 광역도로망과  번국도 경기대로   번국도 남북대로  동삭로 등도 인접해 있어 차량을 통해 타지역으로 이동도 수월하다    학교 및 편의시설도 가깝다  도보권에 초 중 고등학교 예정  부지가 있어 자녀들의 안전한 통학이 가능하고  이마트 평택점 도 도보권에 있다  특히  지난  월에는 단지에서 약  거리에 연면적  만  규모의  스타필드 안성 이 문을 열었다  향후 BRT 노선이 예정돼 편리한 이동이 가능하다    직주근접이 가능한 배후 수요도 눈길을 끈다  반경   거리에 세계 최대규모인 삼성정자 평택캠퍼스를 비롯해 LG전자의  개 업종의 입주가 예정돼있는 진위  일반산업단지와 LG디지털파크 일반산업단지  브레인시티 일반산업단지 예정  등 대규모 산단이 위치해 있다    GS건설 분양관계자는  평택 내 다수의 도시개발사업지구 중에서도 입지 여건이 우수한 만큼 좋은 상품을 준비 중 이라며  평택지제역 주변 분양단지들이 현재 높은 프리미엄을 형성하며 높은 인기를 보이고 있는 만큼 자이 아파트를 랜드마크로 만들겠다 고 말했다    한편 평택지제역자이 견본주택은 경기도 평택시 소사동 산  번지에서 오는  월 중 개관할 예정이다    평택  GS건설  분양  자이  평택지제역자이   hoya fnnews com 김동호 기자     헉  소리나는 스 토리 뉴스 [헉스]   아는 척 하고 싶은 당신을 위한 [두유노우]  날로먹고 구워먹는 금융이슈 [파인애플]    저작권자   파이낸셜뉴스  무단 전재 재배포 금지 ,2020-12-07,10:40:00,2020-12-07,0
319,2020-12-07 17:45,GS건설  평택지제역자이  내년  월 분양,  GS건설이 내년  월 경기도 평택시 영신도시개발지구 A 블록에  평택지제역자이 조감도 를 분양할 예정이라고  일 밝혔다    평택지제역자이는 지하  층  지상  층 총  개동으로 전용면적   총  가구로 이뤄졌다  전용면적 별로 살펴보면  A  가구  B  가구  A   가구 B  가구  A  가구  B  가구  A  가구  B  가구  P  가구  P  가구로 구성된다    영신도시개발지구는 경기도 평택시 동삭동 약  만여  규모로  공동주택  단독주택  근린생활시설  준주거 등 주거시설과 공원  녹지  학교  유치원  주차장  복지시설  공공청사 등의 기반시설이 조성될 예정이다    이 단지의 가장 큰 장점은 교통망이다  도보권에 SRT와  호선 환승역인 평택지제역이 있어 동탄신도시까지  분  수서역까지  분이면 이동이 가능하다  또한 평택지제역을 출발해 강남역까지 가는 M버스 번 도 이미 운행 중으로 강남 접근성이 우수하다  여기에 평택 제천간 고속도로  평택 화성간 고속도로  서해안고속도로  경부고속도로 등의 광역도로망과  번국도 경기대로   번국도 남북대로  동삭로 등도 인접해 있어 차량을 통해 타지역으로 이동도 수월하다     hoya fnnews com 김동호 기자   헉  소리나는 스 토리 뉴스 [헉스]   아는 척 하고 싶은 당신을 위한 [두유노우]  날로먹고 구워먹는 금융이슈 [파인애플]    저작권자   파이낸셜뉴스  무단 전재 재배포 금지 ,2020-12-07,17:45:00,2020-12-08,-1
320,2020-12-08 9:33,GS건설   판교밸리자이  주거형 오피스텔 전 실  시스클라인  무상 제공 눈길,  아파트 청약 문턱이 높아지면서 젊은 수요자들이 주거형 오피스텔로 몰리는 가운데  차별화된 상품성을 내세우는 브랜드 오피스텔이 인기다  기존 임대수익 등 투자를 목적으로 만들어졌던 오피스텔이 실거주용으로 변화하면서 아파트를 대체할 수 있는 상품성으로 내놓는 것이다 올해  월 경기도 의정부시에 분양한  힐스테이트 의정부 는 주거형 오피스텔 전용면적  에  Bay 베이  판상형 설계를 적용했고  오피스텔에서는 보기 힘든 맞통풍 구조를 실현해 큰 인기를 끌었다  청약 결과는 총  실에  건이 접수되며 평균  대  의 경쟁률을 기록했고  계약도 당일 완판 완전판매 됐다 이렇듯 아파트 대체 상품으로 변화한 브랜드 오피스텔이 수요자의 선택을 받는 이유로는 높아진 아파트 청약 문턱 때문으로 분석된다  수도권  로또 단지 로 불린 과천 지식정보타운  과천 푸르지오 어울림 라비엔오  아파트의 경우 평균 당첨 가점이  점에 달하며  저세상 가점 이라는 별명도 붙었다 젊은 수요층은 가점을 채우기에 역부족이기 때문에 비교적 청약이 쉬운 주거형 오피스텔로 발 길을 돌리고 있다  주거형 오피스텔의 경우 청약통장과 가점이 필요하지 않아 비교적 쉽게 내 집 마련이 가능하기 때문이다  젊은 수요자들은 대체 주거시설을 원하기 때문에 아파트와 같은 설계가 적용된 오피스텔을 찾고  건설사들은 이러한 점을 파고든 것으로 분석된다 부동산 전문가들은  기존 오피스텔은 임대수요만 중요해서 입지  배후수요 등만을 내세웠다면  최근에는 아파트를 대체할 수 있는 상품성을 가진 오피스텔이 부동산 시장에서 영향력을 발휘하고 있다  며  특히 대형 건설사들이 아파트에만 적용하던 특화 시스템을 주거형 오피스텔에 적용해 시장에 내놓기 시작했으며  이에 대한 수요자들의 반응이 매우 뜨거운 상황 이라고 답했다 실제로 그렇다  국내 아파트를 대표하는 브랜드 중 하나인 GS건설의  자이 로 공급한 경기도 남양주시  별내자이 더 스타 는 지난달 주거형 오피스텔 총  실이 계약 이틀 만에 모두 완판 완전판매 됐기 때문이다  이 주거형 오피스텔 또한 아파트를 대체할 수 있는 설계를 적용했고  자이만의 특화 시스템 시스클라인을 무상으로 제공해 큰 이슈가 됐다 판교밸리자이 투시도이렇다 보니 경기도 성남고등지구에 들어서는 GS건설의  판교밸리자이 도 수요자들의 뜨거운 관심을 받고 있다  아파트와 주거형 오피스텔이 함께 들어서는 복합단지로 공급되며  특히 주거형 오피스텔은 자이의 다양한 특화 설계  시스템이 도입되기 때문이다 판교밸리자이는 경기도 성남시 고등지구 C C 블록에 공급되며  지하  층 지상  층  개 동 아파트 전용면적    가구 C 블록  가구   C 블록  가구   C 블록  가구 와 주거형 오피스텔 전용면적    실 C 블록  실   C 블록  실   C 블록  실 로 들어선다 주거형 오피스텔 상품성이 가장 눈에 띈다  아파트를 대체할 수 있는 맞통풍이 가능한 주방창과 함께  Bay 베이  위주 설계를 적용해 거주 만족도를 높였다  이 뿐만 아니라 자이만의 특화 설계 시스클라인을 전 실 무상으로 제공한다  시스클라인은 창문을 열지 않고도 스스로 환기하고  알아서 청정하는 환기형 공기청정 시스템이다  각 실 천장에 설치되며   시간 별도의 환기 없이도 깨끗하고 안전한 공기를 제공할 전망이다  또 타 아파트나 오피스텔에서는 유상으로만 접할 수 있던 옵션들이 대거 무상으로 제공돼 입주자들의 편의성과 품격을 높일 예정이다  조경 시설도 기대를 모으고 있다  아파트와 주거형 오피스텔이 함께 누릴 수 있는 고급 식재 조경은 마치 공원 안에 집이 있는 것처럼 느껴질 것으로 보인다  C 블록에 들어서는 주거형 오피스텔  실은 전매도 가능하다 미래가치도 높다  약  km 이내에 위치한 판교 테크노밸리는 국내를 대표하는 첨단 산업 단지로  여 개의 기업이 입주해 있고  약  만 여 명에 달하는 종사자가 근무 중이다  앞으로 조성될 판교 제  제 테크노밸리까지 완공되면 직주근접 수요는 더욱 많아지고  투자가치 또한 매우 높아질 것으로 전망된다 판교밸리자이가 들어설 성남고등지구는 서울 강남지역과 판교 테크노밸리 사이에 위치해 두 지역의 장점을 모두 누릴 수 있다  대왕판교로  분당내곡간도시고속화도로  용인서울고속도로 등이 인접해 있고  판교와 강남을 연결하는 다양한 노선의 광역버스와 시내버스 정류장도 단지 근처에 잘 갖춰져 있어 강남 및 수도권 주변 지역에 대한 접근성이 높다  생활환경도 우수하다  성남고등지구 내 도보 통학권에 왕남초가 위치하며  학원 등 판교 교육시설 접근성이 높아 학령기 자녀를 둔 가족이 살기 좋다  또한 상적천  대왕저수지  신구대식물원 등이 인접해 쾌적한 자연환경까지 누릴 수 있다  판교밸리자이 견본주택은 성남시 분당구 구미동   일대에 들어서며 코로나 바이러스 감염증 코로나  확산을 막기 위해 사이버 견본주택을 병행할 예정이다  입주는  년  월 예정이다 한경부동산 hkland hankyung com  한경 고품격 뉴스레터  원클릭으로 구독하세요  네이버에서 한국경제 뉴스를 받아보세요  모바일한경 구독신청   한국경제   hankyung com  무단전재 및 재배포 금지 ,2020-12-08,9:33:00,2020-12-08,-1
321,2020-12-08 14:11,마석우리 지역주택조합  GS건설과  사업협약서 MOU 체결 ,   마석우리 지역주택조합 은  일 GS건설과  공동주택 신축사업을 위한 사업협약서 MOU 를 체결했다고 밝혔다  이에 앞서 조합은 지난달  일 개최된 임시총회를 통해 GS건설을 예비시공사로 선정한 바 있다 마석우리 지역주택조합 은 남양주시 화도읍 마석우 지구 내  단지에 아파트를 신축 공급할 예정으로  마석역 역세권에 황금노선 GTX B노선 마석역 을 품은 쾌적한 숲세권의 사업지다 이렇듯 최상의 입지를 자랑하는 가운데 벌써부터  자이 라는 대표 브랜드를 가진 GS건설과의 사업협약체결로 화도읍 내 최고의 브랜드 타운을 형성시킬 것이라는 기대감이 커지고 있다  실제로 주변 부동산 등에 따르면 GS건설 선정 후 벌써 뜨거운 관심을 쏟고 있다는 후문이다 GS건설 담당자는  조합의 기대에 맞추어 최고의 아파트를 공급하여 마석역 일대에 자이 브랜드 타운을 형성하겠다 며 소감을 밝혔다 한편  조합의 대표자인 신권수 조합장과 업무대행사인 THA는 현재 진행중인 인 허가에 대해  GS건설을 예비 시공사로 선정하면서 인 허가 진행에 더욱더 박차를 가 할 수 있게 되었다며  향후 빠르고 신속한 사업진행을 약속했다 real heraldcorp com 환경적 대화기구  헤럴드에코 밀리터리 전문 콘텐츠  헤밀 헤럴드경제 네이버 채널 구독  Copyrights   헤럴드경제   heraldbiz com  무단 전재 및 재배포 금지  ,2020-12-08,14:11:00,2020-12-08,-1
322,2020-12-08 16:26,GS건설   억원 규모 채무보증 결정,  [이데일리 신민준 기자] GS건설 은 울산 지웰시티자이 수분양자 중 중도금 대출적격자가 하나은행 등으로부터 빌린  억원에 대해 채무보증을 결정했다고  일 공시했다  채무보증 금액은 자기자본 조 억원  대비   수준이다  보증 기간은  년  월  일까지다 회사 측은  상기 채무보증은 당사가 시공하는 울산 지웰시티자이 수분양자들의 중도금 대출에 대해 전체 대출한도 억원  중 주택구입자금 보증서로 담보되지 않은 부분 을 시공사인 당사가 연대보증하는 건 이라고 설명했다 신민준  adonis edaily co kr   시간 빠른  미리보는 뉴스  eNews  네이버에서  이데일리 뉴스 를 만나보세요  빡침해소  청춘뉘우스  스냅타임 종합 경제정보 미디어 이데일리   무단전재   재배포 금지 ,2020-12-08,16:26:00,2020-12-09,1
323,2020-12-08 16:26,GS건설   억원 규모 채무보증 결정,  [이데일리 신민준 기자] GS건설 은 울산 지웰시티자이 수분양자 중 중도금 대출적격자가 하나은행 등으로부터 빌린  억원에 대해 채무보증을 결정했다고  일 공시했다  채무보증 금액은 자기자본 조 억원  대비   수준이다  보증 기간은  년  월  일까지다 회사 측은  상기 채무보증은 당사가 시공하는 울산 지웰시티자이 수분양자들의 중도금 대출에 대해 전체 대출한도 억원  중 주택구입자금 보증서로 담보되지 않은 부분 을 시공사인 당사가 연대보증하는 건 이라고 설명했다 신민준  adonis edaily co kr   시간 빠른  미리보는 뉴스  eNews  네이버에서  이데일리 뉴스 를 만나보세요  빡침해소  청춘뉘우스  스냅타임 종합 경제정보 미디어 이데일리   무단전재   재배포 금지 ,2020-12-08,16:26:00,2020-12-09,1
324,2020-12-09 7:57,GS건설  주택 매출 증가로 내년 호실적 기대 목표가 이베스트,  [이데일리 조용석 기자] 이베스트투자증권은  일 GS건설 에서 대해 주력 사업인 주택 건축 부문의 매출 증가를 발판으로  년에는 실적 반등이 가능할 것으로 봤다  이에 따라 투자의견  매수 BUY 를 유지하고 목표주가는 종전  만 원에서  만 원으로  원  상향했다  건설업종 톱픽 최선호주  유지  이베스트투자증권은  년 GS건설의 매출액이  조 억원  영업이익은  억원으로 올해 대비 각각     증가할 것으로 전망했다  GS건설은  년 영업익이  조 억원에 달했으나 지난해 억원 에 이어 올해도  억원으로  년 연속  억원대에 머무를 것을 보인다  김세련 이베스트투자증권 연구원은  GS건설의  년  실적 턴어라운드의 주요 요인은 주력 사업인 주택 건축 부문의 매출 증가에 기인한다 며  GS 건설의 분양 실적은 지난해  만 세대에 그쳤으나  올해 연말까지  만 세대 수준의 분양 공급 달성이 가능할 것으로 보여 내년도 유의미한 매출 턴어라운드가 가능할 전망 이라고 설명했다  GS건설이  년에  만 세대 이상의 분양공급이 가능할 것으로 전망한 이베스트투자증권은 회사가 이라크 카르발라 정유와 같은 굵직한 해외 프로젝트에 대한 손실을 선제적으로 반영했다는 점에서 경쟁사 대비 안정적 실적 성장이 나타날 것으로 기대했다  또 착공이 시작된 현장이 증가로 규모의 경제가 가능해져 추가 주택마진이 기대된다는 점에서 실적 추가 상향 가능성도 있다고 봤다  이베스트투자증권은 GS건설의 신사업 수처리  배터리재활용  데이터센터사업  등에 대해서도 긍정적으로 평가했다  김 연구원은  GS 건설은 본업의 성장뿐만 아니라 신사업 모멘텀이 확인되면서 자산활동성이 개선되고 있는 종목 이라며  공급 규제 완화에 대해 베팅할 수는 없지만  단기적으로는 GS건설의 밸류에이션 캡 상한 을 여는 신사업부문의 실적 신장 역시 GS건설의 중요한 투자 포인트 라고 설명했다  이베스트투자증권은 GS건설에 대한 투자의견  매수  유지와 목표주가를  만 원으로 상향하며  목표 주가자산비율 PBR 을 기존  배에서 섹터 리레이팅을 고려해  배로 적용했다 며  대형 건설주 내 최선호주 추천도 유지한다 고 말했다 조용석  chojuri edaily co kr   시간 빠른  미리보는 뉴스  eNews  네이버에서  이데일리 뉴스 를 만나보세요  빡침해소  청춘뉘우스  스냅타임 종합 경제정보 미디어 이데일리   무단전재   재배포 금지 ,2020-12-09,7:57:00,2020-12-09,1
325,2020-12-09 7:57,GS건설  주택 매출 증가로 내년 호실적 기대 목표가 이베스트,  [이데일리 조용석 기자] 이베스트투자증권은  일 GS건설 에서 대해 주력 사업인 주택 건축 부문의 매출 증가를 발판으로  년에는 실적 반등이 가능할 것으로 봤다  이에 따라 투자의견  매수 BUY 를 유지하고 목표주가는 종전  만 원에서  만 원으로  원  상향했다  건설업종 톱픽 최선호주  유지  이베스트투자증권은  년 GS건설의 매출액이  조 억원  영업이익은  억원으로 올해 대비 각각     증가할 것으로 전망했다  GS건설은  년 영업익이  조 억원에 달했으나 지난해 억원 에 이어 올해도  억원으로  년 연속  억원대에 머무를 것을 보인다  김세련 이베스트투자증권 연구원은  GS건설의  년  실적 턴어라운드의 주요 요인은 주력 사업인 주택 건축 부문의 매출 증가에 기인한다 며  GS 건설의 분양 실적은 지난해  만 세대에 그쳤으나  올해 연말까지  만 세대 수준의 분양 공급 달성이 가능할 것으로 보여 내년도 유의미한 매출 턴어라운드가 가능할 전망 이라고 설명했다  GS건설이  년에  만 세대 이상의 분양공급이 가능할 것으로 전망한 이베스트투자증권은 회사가 이라크 카르발라 정유와 같은 굵직한 해외 프로젝트에 대한 손실을 선제적으로 반영했다는 점에서 경쟁사 대비 안정적 실적 성장이 나타날 것으로 기대했다  또 착공이 시작된 현장이 증가로 규모의 경제가 가능해져 추가 주택마진이 기대된다는 점에서 실적 추가 상향 가능성도 있다고 봤다  이베스트투자증권은 GS건설의 신사업 수처리  배터리재활용  데이터센터사업  등에 대해서도 긍정적으로 평가했다  김 연구원은  GS 건설은 본업의 성장뿐만 아니라 신사업 모멘텀이 확인되면서 자산활동성이 개선되고 있는 종목 이라며  공급 규제 완화에 대해 베팅할 수는 없지만  단기적으로는 GS건설의 밸류에이션 캡 상한 을 여는 신사업부문의 실적 신장 역시 GS건설의 중요한 투자 포인트 라고 설명했다  이베스트투자증권은 GS건설에 대한 투자의견  매수  유지와 목표주가를  만 원으로 상향하며  목표 주가자산비율 PBR 을 기존  배에서 섹터 리레이팅을 고려해  배로 적용했다 며  대형 건설주 내 최선호주 추천도 유지한다 고 말했다 조용석  chojuri edaily co kr   시간 빠른  미리보는 뉴스  eNews  네이버에서  이데일리 뉴스 를 만나보세요  빡침해소  청춘뉘우스  스냅타임 종합 경제정보 미디어 이데일리   무단전재   재배포 금지 ,2020-12-09,7:57:00,2020-12-09,1
